id,MSISID,LEVEL,URL,geometry_wkt
28450,4165-BT-RSG-0049,第五類,http://210.69.23.171/MSIS/PDF/4165-BT-RSG-0049.pdf,"LINESTRING (121.54113709893163 25.151861848327865, 121.54111928316802 25.15186863853878, 121.54110031244197 25.151876273243012, 121.54109245635999 25.15187981975336, 121.54107833648335 25.151886193958266, 121.54105636052117 25.151896114670315, 121.54103879855097 25.151903816443227, 121.54101886229736 25.15191293072796, 121.5409999064013 25.15192159681754, 121.54099582831589 25.1519236000989, 121.54097934922042 25.15193169513721, 121.54096153827217 25.151941420062677, 121.5409472078538 25.15194867668096, 121.54094371427325 25.151951152110254, 121.54093538686463 25.151957052620848, 121.54092751091159 25.15196257938629, 121.54089280993091 25.151988435676305, 121.54087123744645 25.151999889632446, 121.54084750679122 25.152011323284043)"
28451,4165-BT-SSC-0001,第五類,http://210.69.23.171/MSIS/PDF/4165-BT-SSC-0001.pdf,"LINESTRING (121.53971950576506 25.1515707024814, 121.5396864155841 25.151569651696786, 121.53968183602888 25.15156955878635)"
28452,4166-BT-GDS-0023,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0023.pdf,"LINESTRING (121.5411095486131 25.154037610665597, 121.54111253495412 25.15404021857752, 121.54111910804491 25.154046243257923, 121.54112561899733 25.15405221098346, 121.54111881783113 25.15405915422759, 121.54111432468514 25.154063684600004, 121.54110915374791 25.154071964030997, 121.54110398281003 25.154080243461785, 121.54110197274932 25.154085532132953, 121.5410999650776 25.15409136246985, 121.54107846138517 25.15410705645347, 121.5410394448834 25.154135531453242, 121.54103283137196 25.154140358463117, 121.54101872993209 25.154150650066384)"
28453,4166-BT-GDS-0024,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0024.pdf,"LINESTRING (121.54370290623456 25.15403049322688, 121.5437696602669 25.15404781913721, 121.54385506160314 25.154069985007812, 121.54389671480436 25.154079717585756, 121.54393717655472 25.154089183691035, 121.54398529260365 25.154102413388284, 121.54403340866267 25.15411564306968, 121.5440641935933 25.15412379050399, 121.54408181613104 25.154128454421077, 121.54409477975143 25.15413184838308)"
28454,4166-BT-GGR-0001,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GGR-0001.pdf,"LINESTRING (121.53980936757706 25.153925042468114, 121.539816928089 25.153929389833387, 121.53982632141373 25.15393391468653, 121.53983551477413 25.153938079151605, 121.53984361388923 25.15394152537232, 121.53985181179543 25.15394488095335, 121.53986026243945 25.15394931896172, 121.53986871308409 25.153953756969596, 121.53988451277874 25.15396024460389, 121.539900312475 25.153966732236466, 121.53991819392901 25.15397294144006, 121.53992460951471 25.15397516920438)"
28455,4166-BT-GGR-0002,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GGR-0002.pdf,"LINESTRING (121.53993676688661 25.153979148120197, 121.53994558106778 25.153982158388395, 121.53996084341861 25.153987126770858, 121.53997610616807 25.153992185429345, 121.53999812082135 25.154002216413673, 121.54002013587557 25.15401233767234, 121.54004994017536 25.154023107614933, 121.54007974448028 25.154033877551438, 121.54009505239151 25.15403905339563, 121.540110360304 25.154044229238206, 121.54012533271651 25.154050927505633, 121.54014007498336 25.154057626610946, 121.54015496538223 25.154064388369815, 121.54017046853531 25.154071102752507, 121.54017800418826 25.154074596905986, 121.54019133977249 25.154080505924735, 121.54020157369939 25.15408534326752, 121.54020659714578 25.15408771773515, 121.54022185452085 25.154094929543948, 121.54023984970844 25.154104433480146, 121.5402578448988 25.15411393741409, 121.5402728539122 25.15412105984452, 121.54028786292727 25.154128182273386, 121.54030579680104 25.154135023191877, 121.54032373067676 25.154141864108166, 121.54033888609364 25.154148444323052, 121.54035404151216 25.154155024536333, 121.54037107772926 25.154160740233632, 121.5403881139479 25.154166455928916, 121.5403927543724 25.154168282972627)"
28456,4166-BT-GGR-0003,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GGR-0003.pdf,"LINESTRING (121.5404091290286 25.154174730056393, 121.5404301441121 25.154183004180823, 121.54044477605404 25.154186617933792, 121.54045571330315 25.154189320681173, 121.54045799084349 25.154189883314476, 121.54048128249673 25.15419563717709, 121.54052573289273 25.154208700823236, 121.54053154753899 25.154210495447586, 121.54054579812119 25.154214707894347)"
28457,4166-BT-GMS-0017,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0017.pdf,"LINESTRING (121.54046190349244 25.154175981923572, 121.54040704595492 25.15415743119095, 121.5404137179404 25.15413947161246)"
28458,4166-BT-GMS-0018,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0018.pdf,"LINESTRING (121.54111992308576 25.154028635858026, 121.54112709210088 25.15403483891871, 121.54113540378471 25.154041990720895, 121.54114177969532 25.154036545689987, 121.54114820282446 25.154031060333697, 121.5411558644095 25.154025254474636, 121.54116352599381 25.154019448615195, 121.54117257979387 25.15401445017939, 121.5411816335932 25.154009451743043, 121.54119885885261 25.154001805349512, 121.54120763376935 25.154000187094024)"
28459,4166-BT-RSG-0008,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-RSG-0008.pdf,"LINESTRING (121.54317885360318 25.155319431896654, 121.54321043042764 25.155322364155523)"
28460,4166-BT-GDS-0025,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0025.pdf,"LINESTRING (121.54283058751032 25.15636890829911, 121.54283609665401 25.156347401691427, 121.54284160579589 25.156325895083516, 121.54284151051007 25.156304363881414, 121.54284141522443 25.15628283267924, 121.54283935438353 25.15627738965588)"
28461,4166-BT-GDS-0026,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0026.pdf,"LINESTRING (121.5427523467818 25.156481062015395, 121.54275314407268 25.156464256006533, 121.54276564209795 25.156374563108532, 121.54276942601632 25.156355455221494, 121.54277320993357 25.156336347334303, 121.54278234796432 25.156305528685447, 121.54279148599058 25.15627471003599, 121.54279701956447 25.156247515760207, 121.54280255313607 25.156220321484174, 121.54280122369495 25.15617766950944, 121.54279989425505 25.156135017534456, 121.54278948518795 25.156125170134565, 121.54278360194186 25.156119604344006)"
28462,4166-BT-GDS-0027,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0027.pdf,"LINESTRING (121.54298750715473 25.15603249493491, 121.5429947118305 25.156024298262547, 121.54300191650529 25.15601610158982, 121.54300581191522 25.15601098653939, 121.54300685823095 25.156009612625418)"
28463,4166-BT-GDS-0028,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0028.pdf,"LINESTRING (121.54286513206902 25.156038536222997, 121.54287155049413 25.156032017299403, 121.54289590928701 25.156000059492694, 121.54290309353973 25.155989488560667, 121.5429102777912 25.155978917628328, 121.5429151028729 25.155967583459447, 121.5429199279537 25.15595624929043, 121.54292059518785 25.15594116121559, 121.54292126242186 25.155926073140723, 121.54292047441714 25.15591387481689, 121.54292008041487 25.15590777565496)"
28464,4166-BT-GDS-0029,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0029.pdf,"LINESTRING (121.5427913868594 25.15602632792365, 121.54281080894053 25.156006952811325, 121.54281547471558 25.156002205085976, 121.54282149841455 25.155996111738812, 121.54282752211294 25.15599001839142, 121.5428370375769 25.15597725416383, 121.5428465530389 25.15596448993566, 121.54285128137725 25.155957069720067, 121.54285600971507 25.15594964950433, 121.54286002215092 25.155937356844465, 121.54286403458603 25.155925064184498, 121.54286680795039 25.155912956625023, 121.54286958131422 25.155900849065457, 121.54286954635499 25.155892949777076)"
28465,4166-BT-GDS-0030,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0030.pdf,"LINESTRING (121.54312205467926 25.15575516619253, 121.54311848363571 25.15576156236931, 121.54311500477701 25.155768040915472, 121.54311241284479 25.155774367821447, 121.54310946359168 25.155781562034914, 121.54310566585288 25.155791016565537, 121.54310094353181 25.155799790952745, 121.54309766185511 25.155809101730352, 121.54309438017788 25.155818412507898, 121.54309075113727 25.15582767941981, 121.54308712209611 25.155836946331636, 121.54308493250075 25.155846478801294, 121.54308063747558 25.155854478850184)"
28466,4166-BT-GDS-0031,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0031.pdf,"LINESTRING (121.54312753431805 25.155487869597067, 121.54311603314558 25.155483388800025, 121.54310453197391 25.15547890800205, 121.5430879405437 25.15547290661407, 121.5430713491151 25.155466905224163, 121.54305488183434 25.155460939488727, 121.5430384145552 25.155454973751418, 121.54303314953727 25.15545318747805, 121.54302913373671 25.15546471278338, 121.54302511793543 25.15547623808859, 121.5430185435962 25.155492377007512, 121.54301196925533 25.155508515926137, 121.54300338950782 25.155530981731648, 121.54300270231745 25.155532781118225)"
28467,4166-BT-GDS-0032,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0032.pdf,"LINESTRING (121.54302150236742 25.155430479868667, 121.54301982102506 25.155444840403252, 121.54301462099104 25.155459466104556, 121.54301271813075 25.15546481811984, 121.54300561523418 25.15548479583608, 121.54300299952013 25.155490994036615, 121.54299697550233 25.155504914605938, 121.54298598299984 25.155531316396466, 121.54296635075087 25.155577836954222, 121.54295662292128 25.155598636804246, 121.54294689508846 25.155619436653637, 121.54293899586119 25.155638785332975, 121.54293109663149 25.155658134011883, 121.54292412111799 25.155673281327875, 121.54291994631656 25.155682346900363, 121.54291519236608 25.15568121934907, 121.54291286648804 25.155680804919353, 121.5429105418586 25.155680672606845, 121.54291004317616 25.15568064422299)"
28468,4166-BT-GDS-0033,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0033.pdf,"LINESTRING (121.54285738879565 25.155364726487807, 121.5428693046696 25.15536766201319, 121.54288122054413 25.15537059753759, 121.54288802238791 25.155372242763658, 121.5428982956151 25.155375118298853, 121.54291722593292 25.155381614996724, 121.54293962763678 25.155389342000596, 121.54295171466174 25.155392655922565, 121.54296564834713 25.155396739754682, 121.54297165608116 25.155398252470018, 121.54297697833904 25.155399767698597, 121.54298745052625 25.15540347587994, 121.54299723723777 25.155407186574088, 121.54300368073365 25.15540630529538, 121.5430103022266 25.15540081913207, 121.54301048022373 25.155396214247748, 121.54300809592964 25.155384170737577, 121.543005711636 25.155372127227324, 121.54300395244903 25.155366852353648, 121.54300219326224 25.155361577479933, 121.54299763799953 25.155352069743703, 121.54299308273755 25.155342562007288, 121.54299116537707 25.15533516615571)"
28469,4166-BT-GDS-0034,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0034.pdf,"LINESTRING (121.54274022110295 25.155673278376224, 121.54274692456413 25.15564147558094, 121.54275042614314 25.155628056307798, 121.54275759981904 25.155605008856387, 121.54275992260987 25.15559755232095, 121.54276166727291 25.155588337463, 121.54276341193572 25.155579122605026, 121.54277032648501 25.155561402566743, 121.54277724103237 25.1555436825281, 121.54278184879875 25.15553143282716, 121.54278645656427 25.15551918312606, 121.54279330673201 25.1554981229977, 121.5428001568974 25.15547706286901, 121.54280845329292 25.155457803019694, 121.54281674968591 25.155438543169907, 121.54282447892903 25.15542112709132, 121.54283038094452 25.155408836532793, 121.54283335404963 25.15540264151897, 121.54283875352044 25.155389982658214, 121.54284415299014 25.155377323797257, 121.5428482334371 25.155357989121555, 121.54285299964421 25.155331113630847, 121.54285657832283 25.1553160690493)"
28470,4166-BT-GDS-0035,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0035.pdf,"LINESTRING (121.54276080113068 25.155364561436397, 121.54276071738835 25.155373657358012, 121.54276086451084 25.155384490305202, 121.54276091244421 25.155395323615913, 121.54276096444471 25.155407076116642, 121.54275848697728 25.155418805059814, 121.5427558151982 25.155431453920038, 121.54275180676173 25.155444649353694, 121.54274779832441 25.155457844787218, 121.542741145331 25.15547863335383, 121.54273710467206 25.155495756043944, 121.54273306401207 25.15551287873391, 121.54272719414212 25.155531317174205, 121.54272132427045 25.155549755614253, 121.54271675548028 25.155570816405973, 121.54271081673136 25.155596107278015, 121.54271027212128 25.155607529573988, 121.54271011395805 25.155610846786185)"
28471,4166-BT-GDS-0036,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0036.pdf,"LINESTRING (121.54320967093578 25.15534625719853, 121.54324652860379 25.1553492575787, 121.54328296744107 25.15535305737121, 121.54330606196402 25.155355524412077, 121.54332571996869 25.155357439700694, 121.54339477730814 25.15537149724019)"
28472,4166-BT-GDS-0037,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0037.pdf,"LINESTRING (121.54351383841023 25.155434599578818, 121.54351322709873 25.155413843022885, 121.54357968419335 25.155413715029066)"
28473,4166-BT-GDS-0038,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0038.pdf,"LINESTRING (121.54258971702706 25.155711024893815, 121.54258519975495 25.15567646456906, 121.54258323231291 25.155664456644697)"
28474,4166-BT-GDS-0039,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0039.pdf,"LINESTRING (121.54239105183936 25.155837646842105, 121.54240371804791 25.15581958977642, 121.54241061101128 25.155808189367338, 121.54241388960094 25.15580276684191)"
28475,4166-BT-GDS-0040,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0040.pdf,"LINESTRING (121.54041030321453 25.15513104670097, 121.54040612027184 25.15511594337996, 121.54040291087324 25.155100837408867, 121.54039861752074 25.155091743014825, 121.54039432416887 25.155082648620642, 121.54038737575864 25.155072714840454, 121.5403804273495 25.1550627810599, 121.54037227110169 25.1550571936589, 121.54036411485457 25.155051606257416, 121.54035903771397 25.155049681802325, 121.54033032295361 25.155053026872984, 121.54032282316312 25.1550580287085)"
28476,4166-BT-GDS-0041,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0041.pdf,"LINESTRING (121.54032440535458 25.154925780997672, 121.54032415293408 25.15492458225306, 121.54032217739837 25.154915200436772, 121.54032089113109 25.154908494684026, 121.54031502302793 25.154909510069714, 121.5403091549356 25.154910525453303, 121.54030308399025 25.15491030023953, 121.54029701304496 25.15491007502551, 121.54029293824303 25.154909160018228)"
28477,4166-BT-GDS-0042,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0042.pdf,"LINESTRING (121.54069511683022 25.155271403981747, 121.54069909873795 25.15527480554574, 121.54070557049847 25.15528033407798, 121.54071019333442 25.155282709593568, 121.54071481617058 25.155285085109, 121.54072513859698 25.155286582160944, 121.54073546102359 25.155288079212177, 121.54074508275976 25.15528813435619, 121.5407547044959 25.155288189499565, 121.54076576964698 25.155289412999217, 121.54077683479827 25.15529063649803, 121.54078784856426 25.155291453927855, 121.54079886233038 25.15529227135685, 121.54081255917627 25.15529420747452, 121.5408262560226 25.15529614359092, 121.5408375195531 25.155297366360674, 121.54084878308383 25.15529858912955, 121.54085845759957 25.155299366305993, 121.54086813211542 25.155300143481803, 121.54087731805015 25.15530259260439, 121.54088650398522 25.1553050417264, 121.54089301679171 25.155308629100315, 121.54089952959858 25.155312216473945, 121.54090466132226 25.155317524194402, 121.54090979304642 25.155322831914678, 121.54091774807742 25.155334065170678, 121.54092568690079 25.15534527553751, 121.54092679238339 25.155347325726314, 121.54093010861637 25.15535349772882, 121.54093451076587 25.15536169078227, 121.54093686875463 25.15536706003462, 121.54094144220272 25.15536948086281, 121.54094601565102 25.155371901690835)"
28478,4166-BT-GDS-0043,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0043.pdf,"LINESTRING (121.54072551694703 25.155304907431436, 121.5407395595622 25.155306526316515, 121.54075360217774 25.155308145200248, 121.54077027827873 25.155310882954023, 121.54078695438042 25.155313620705915, 121.54079658228747 25.15531507514964, 121.54080621019477 25.15531652959276, 121.54082159285979 25.155318369273704, 121.5408369755252 25.155320208953075, 121.54085121333726 25.155321104882017, 121.54086545114947 25.155322000809587, 121.54087140667377 25.155322926987267, 121.54087736219813 25.15532385316471, 121.54088217824236 25.15532505434119, 121.54088699428668 25.155326255517526, 121.54089815003837 25.155336777420708)"
28479,4166-BT-GDS-0044,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0044.pdf,"LINESTRING (121.54106425767152 25.15523848863035, 121.54106996822797 25.155303280905528)"
28480,4166-BT-GDS-0045,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0045.pdf,"LINESTRING (121.54113979264166 25.155224067378537, 121.54107595020247 25.155069413747192)"
28481,4166-BT-GDS-0046,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GDS-0046.pdf,"LINESTRING (121.54112466346137 25.155107778535935, 121.54111625004779 25.15511068466854, 121.54110783663381 25.155113590800692, 121.5410974636777 25.15509164123593, 121.54108709072537 25.155069691670306)"
28482,4166-BT-GMS-0020,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0020.pdf,"LINESTRING (121.54317645781337 25.155337758529466, 121.54315859849703 25.155335003505662, 121.54315205042066 25.155334666407473, 121.54314550234437 25.155334329309003, 121.54313875928764 25.15533476029732, 121.54313201623084 25.155335191285324, 121.54311356806635 25.155335484645843, 121.54309511990174 25.15533577800406, 121.54308549796403 25.155335677874053, 121.54307587602632 25.1553355777434, 121.54306729417486 25.155335157821092, 121.54305871232341 25.155334737898272, 121.54305097437832 25.15533449543826, 121.54304323643325 25.15533425297784, 121.54303500194341 25.155333876919354, 121.54302676745365 25.155333500860397, 121.54301734569255 25.15533380624761, 121.5430079239314 25.155334111634218, 121.54299116537707 25.15533516615571, 121.5429637416464 25.155324523504397, 121.54295102906549 25.155320868675357, 121.54293851806005 25.15531793533854, 121.54292816173484 25.155315508691324, 121.54292600705517 25.155315002000666, 121.542911022518 25.155313477055774, 121.54289603798121 25.155311952109347, 121.5428885994027 25.155312114799038, 121.54288116082418 25.155312277488342, 121.5428688695737 25.155314173269325, 121.54285657832283 25.1553160690493, 121.54284726134456 25.15531763794831, 121.54283620156653 25.15531763335204, 121.54282514178848 25.15531762875495, 121.54281844652806 25.155317653297725, 121.54281175206663 25.15531785839539, 121.5427939964289 25.155317742921763, 121.54277624079113 25.155317627446024, 121.54269911165424 25.155326938039625, 121.54268453765307 25.155328526194626, 121.54266967686749 25.155332552933647, 121.5426550152578 25.155336759499427, 121.54264404161356 25.15534501510673, 121.54263326035573 25.155351915822443, 121.54262247909668 25.155358816537365, 121.54261599419209 25.155361548671863, 121.54260950928719 25.155364280806086, 121.54259638590104 25.15536866228775, 121.54258326251393 25.15537304376825, 121.54257850982303 25.155374957042632, 121.542573757132 25.15537687031686, 121.5425464196725 25.155385727547916, 121.54253859471363 25.155388238891145, 121.5425307697544 25.155390750233984, 121.54251789553304 25.155395401633037, 121.54250502131072 25.15540005303098, 121.54249368052622 25.155403796019552, 121.54248233974101 25.155407539007236, 121.542476791538 25.155409003797388, 121.54247124333484 25.155410468587323, 121.54246849598164 25.155417249580992, 121.54246574862815 25.155424030574586, 121.54246431553415 25.155433025298844, 121.54246055376727 25.155448899475658, 121.54245676040595 25.155457629291977, 121.54245185419813 25.155467144583053, 121.54244470909252 25.15547759798784, 121.54243749605543 25.155487980568417, 121.54243385996016 25.155491585843677, 121.54243015593447 25.155495120295004, 121.54241845051725 25.15550613207753, 121.54240674509794 25.155517143859136, 121.54240556620422 25.155519721130407, 121.54240441389432 25.15552224028452, 121.54238737427737 25.15557797261566, 121.54238696784303 25.15558700200981, 121.54238656140863 25.155596031403967, 121.54238332807964 25.155605071152387, 121.5423817799702 25.155613879030554, 121.54238023186052 25.15562268690868, 121.5423817566232 25.15563103213638, 121.54238328138612 25.155639377364047, 121.54238498756305 25.15564388506742, 121.54238669374008 25.15564839277075, 121.54238685946075 25.155653938811827, 121.54238681256751 25.15566548398967, 121.54238364249608 25.155676738967596, 121.54238100720686 25.155681574850977, 121.54237511662433 25.155693620650187, 121.54237090651557 25.15570361776519, 121.54235660947532 25.155718028791714, 121.54234234173592 25.155735042549896, 121.54232422699177 25.155765894051264, 121.54231023668648 25.155787341424045, 121.5422978118555 25.15580390799358)"
28483,4166-BT-GMS-0021,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0021.pdf,"LINESTRING (121.54317885360318 25.155319431896654, 121.5431555763963 25.155318561275735, 121.54314738926521 25.155319735367144, 121.5431398995366 25.15531934979159, 121.54313221563953 25.155319840914252, 121.54312586331375 25.155320246928135, 121.5431078067842 25.155320534060202, 121.54308957361833 25.155320823998856, 121.54308016669705 25.155320726106023, 121.54307085929202 25.155320629248195, 121.54306259154006 25.155320224694897, 121.54305386634005 25.155319797757482, 121.54304598492418 25.155319550801654, 121.54303836386734 25.1553193120035, 121.54303024618808 25.155318941279262, 121.5430213743273 25.155318536111984, 121.54301131479771 25.155318862170805, 121.5430016444886 25.1553191756132, 121.54298867386812 25.155316259145643, 121.54296341104418 25.15531039790409, 121.54294962720829 25.155306435091838, 121.54293672828076 25.155303410802077, 121.54292636980215 25.1553009836497, 121.54292320681026 25.15530023984068, 121.54290717446227 25.15529860826168, 121.54289118753411 25.15529698130318, 121.54288274060775 25.15529716604622, 121.54287423040614 25.155297352172646, 121.54286088229165 25.155299410962026, 121.54284848045867 25.155301323797485, 121.54284039856493 25.15530268471862, 121.54283070699229 25.15530268069053, 121.54281961385593 25.15530267607914, 121.54281266486525 25.15530270155174, 121.54280605350003 25.155302904103348, 121.54278860137269 25.15530279060291, 121.54276980999268 25.155302668390288, 121.54269174773717 25.155312091621983, 121.54267600735652 25.155313806878777, 121.54265981595682 25.15531819416584, 121.54264227217824 25.1553232276544, 121.5426295076187 25.15533283058828, 121.54261920022994 25.15533942799572, 121.54260951344594 25.15534562817395, 121.54260424278061 25.155347848740867, 121.54259831137209 25.15535034768304, 121.54258576059647 25.155354537987638, 121.54257218411475 25.155359070741373, 121.54256699005224 25.155361161696952, 121.54256274407955 25.155362870983122, 121.54253594951297 25.155371552317753, 121.5425281454834 25.155374056943604, 121.54252004774807 25.155376655830846, 121.54250690469536 25.155381404356884, 121.5424942379486 25.155385980794282, 121.54248310701698 25.155389654521088, 121.54247222485613 25.155393246140907, 121.54246714518635 25.155394587232607, 121.54245438162695 25.155397956959344, 121.54244903499392 25.15541115346864, 121.54244574702278 25.1554192688066, 121.54244416275884 25.155429212329352, 121.54244076644055 25.155443544350113, 121.54243759342204 25.15545084654362, 121.5424332562884 25.155459258147403, 121.5424266031569 25.155468991783763, 121.542418544758 25.155474230523048, 121.54241130566862 25.15547755804539, 121.54240479638271 25.15548396253556, 121.54239829614303 25.155491028653053, 121.54238746577064 25.155504488845253, 121.54238218337778 25.155512871390144, 121.54237000475145 25.155539825154023, 121.54236437511486 25.155565200514342, 121.54236660042653 25.155585036760893, 121.54236627788583 25.15559220233662, 121.54236331879797 25.15560047535715, 121.54236158688111 25.155610328987542, 121.54235965536468 25.155621318225336, 121.54235870533567 25.1556313386992, 121.54235635598945 25.15563854529657, 121.54235607934336 25.155643815269624, 121.54235522312553 25.1556481435259, 121.54235436078642 25.15565247180456, 121.54235234561226 25.155660496956102, 121.54235081883759 25.155668225977077, 121.5423491116852 25.155675308593448, 121.54234547227482 25.155685633612915, 121.54233616457269 25.15569597939226, 121.54233197225346 25.15570862468141, 121.54232428431371 25.155726284712447, 121.54230576108918 25.155757831894835, 121.54229218168875 25.155778649338558, 121.5422777488536 25.15579716469375)"
28484,4166-BT-GMS-0022,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0022.pdf,"LINESTRING (121.54040020146307 25.155271745316654, 121.54039759127986 25.155282090266436, 121.54039644098036 25.155291167511525, 121.54039529068069 25.15530024475661)"
28485,4166-BT-GMS-0023,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0023.pdf,"LINESTRING (121.54041039052348 25.155159083453043, 121.54040997360377 25.155165765626368, 121.54040882330612 25.155174842871652, 121.5404076730083 25.155183920116915, 121.5404062858737 25.155195526040682, 121.54040489873887 25.15520713196442, 121.54040463756215 25.155215393453208, 121.54040446443858 25.155221126806453, 121.54039470684917 25.155224006206048, 121.54038494925928 25.155226885605007, 121.54036391057431 25.1552268043901, 121.54034287258526 25.155226881158047, 121.54032970811588 25.15522645522872, 121.54031809188982 25.15522622677695, 121.54030186891974 25.155225022062965, 121.54028564594995 25.155223817347192, 121.54026535901434 25.155223259410292, 121.54024018582743 25.155222448459735, 121.54022996278546 25.155222119124698, 121.54022511730005 25.155222078910086)"
28486,4166-BT-GMS-0024,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0024.pdf,"LINESTRING (121.54033450910535 25.155028767011704, 121.54031111132838 25.15506013874022, 121.54030420219387 25.15505664306533, 121.54029729305974 25.155053147390145, 121.54027745557619 25.15504202516213, 121.54026947517397 25.155037344546667)"
28487,4166-BT-GMS-0025,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0025.pdf,"LINESTRING (121.54029293824303 25.154909160018228, 121.54027112099418 25.15490486939248, 121.54025323292245 25.154901735816118, 121.54023603131824 25.154898801637085, 121.54021941860599 25.154896149919235, 121.54020695816433 25.15489395497203, 121.54019436969155 25.15489187725449, 121.54018386096946 25.154890032616823)"
28488,4166-BT-GMS-0026,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0026.pdf,"LINESTRING (121.5401403575448 25.154911152981587, 121.54011857146115 25.154907004676172, 121.54009678537894 25.15490285636751, 121.5400726546981 25.15490124532372, 121.54005080080155 25.154899786282137, 121.54003132504408 25.15490056638602, 121.53997148311059 25.15490329255898, 121.53995406850855 25.154904025218627)"
28489,4166-BT-GMS-0027,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0027.pdf,"LINESTRING (121.54013971699675 25.155354532138567, 121.5401395573126 25.155348678122767, 121.54013977663313 25.155345549152667, 121.54014035209073 25.155341078239214, 121.54014092754834 25.15533660732577, 121.54014151362047 25.15533229436198, 121.54014209969255 25.155327981398184, 121.54014152614661 25.15532387579215, 121.54014095260075 25.1553197701861, 121.54014034886094 25.15531556538318, 121.54013974512112 25.155311360580267, 121.54013474140316 25.155303578719167, 121.54012973768587 25.15529579685789, 121.54012286581492 25.155289502387383, 121.5400962471253 25.155265120290817)"
28490,4166-BT-GMS-0028,第五類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0028.pdf,"LINESTRING (121.54003228485332 25.155194859156936, 121.5400333720996 25.155199617413476, 121.54003445934599 25.155204375670028, 121.54003551653769 25.15520906632685, 121.54003657372945 25.155213756983652, 121.54003980109114 25.155220222737942, 121.54004302845316 25.15522668849215, 121.5400451611456 25.155229174201345, 121.54004575032315 25.155229860903308, 121.54004847219332 25.155233033314406, 121.5400510294876 25.155235998683768, 121.54005358678198 25.155238964053087, 121.54006001319262 25.155243210816415, 121.54006643960368 25.155247457579463, 121.5400753852687 25.15525053506798, 121.54008433093412 25.155253612555946, 121.54008926305383 25.15525414526982, 121.54009419517355 25.155254677983528, 121.54010146730914 25.1552561365508, 121.54011760912064 25.155259183275984, 121.54012647879657 25.155260771433717, 121.5401265497579 25.155260781607048)"
28491,4166-BT-GMS-0029,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0029.pdf,"LINESTRING (121.54014891634083 25.15541409180267, 121.5401549500711 25.15542264179204, 121.5401609838022 25.15543119178115, 121.54016352405847 25.155433665189577, 121.54017213751476 25.15544126235162, 121.54019413077908 25.1554463731696, 121.54021612404516 25.155451483984283, 121.54023498847981 25.15545561314059, 121.54025385291571 25.155459742294465, 121.54027410757064 25.15546197051309, 121.54029436222626 25.15546419872894, 121.54030023009702 25.155447475689947, 121.5403042423884 25.155436221305337)"
28492,4166-BT-GMS-0030,第四類,http://210.69.23.171/MSIS/PDF/4166-BT-GMS-0030.pdf,"LINESTRING (121.54104241424821 25.15541352927971, 121.54103894662565 25.15530200215782, 121.5410360728307 25.155190399738345)"
